question,answer,first_wrong_answer,second_wrong_answer,third_wrong_answer
What happens to a creature when it attacks?,It taps.,It untaps.,It is sacrificed.,It becomes a planeswalker.
Which of the following can a creature attack?,Players or planeswalkers.,Other creatures.,Only planeswalkers.,Only players.
Can a creature attack another creature?,No.,"Yes, but only if the attacking creature has haste.","Yes, but only if the attacking creature is enchanted.","Yes, but only during the combat phase."
"After you declare attackers, what does your opponent do?",They get a chance to block your attacking creatures with their own creatures.,They draw two cards.,They remove your creatures from combat.,They attack your planeswalker.
Who has the opportunity to block your attacking creatures?,Your opponent.,You.,Your opponent's opponent.,A creature from your side.
When does a creature remain attacking?,"From the time it's declared as an attacker until the combat phase ends, unless it's removed from combat.",Only while it is blocking a creature.,Only during the active player's turn.,Only when it has combat damage marked.
What type of enchantment can be attached to a permanent (or sometimes a player)?,Aura,Sorcery,Instant,Artifact
"What does the keyword ""enchant"" on an Aura indicate?",It specifies what type of permanent the Aura can be attached to.,It determines how the Aura behaves during combat.,It specifies which player can cast the Aura.,It sets the additional cost to cast the Aura.
Which permanents can an Aura enchant?,"Creatures, lands, and other types of permanents (e.g., artifacts, planeswalkers) as specified by its enchant keyword.",Only creatures can be enchanted by an Aura.,Only planeswalkers can be enchanted by an Aura.,Only artifacts can be enchanted by an Aura.
"When you cast an Aura spell, what must you do?",Choose a target that is a permanent of the correct type.,Choose any creature to attach it to regardless of type.,Pay an extra mana cost.,It attaches automatically without selecting a target.
